Year,Month,Quarter,Region,Product,Revenue,Cost,Profit,Profit_Margin_pct,Active_Customers,New_Customers,Churned_Customers,Usage_Units,Customer_Satisfaction,NPS_Score,Support_Tickets,Marketing_Spend,Features_Released,Avg_Revenue_per_Customer,Churn_Rate_pct
2020,2,Q1,Asia-Pacific,AI Education,12063.42,6490.31,5573.11,46.2,34,8,2,113,8.08,39.7,46,10202.52,3,354.81,5.19
2020,2,Q1,Asia-Pacific,AI Hardware,14695.71,8100.41,6595.3,44.88,6,2,0,17,7.27,23.2,11,8924.64,0,2449.28,2.42
2020,2,Q1,Europe,AI Consulting,70450.66,44516.78,25933.88,36.81,10,2,0,402,8.56,41.6,17,21360.25,0,7045.07,4.64
2020,2,Q1,Europe,AI Education,8922.27,4803.82,4118.45,46.16,24,5,0,75,8.09,38.0,38,7460.85,1,371.76,0.41
2020,2,Q1,Europe,AI Hardware,11580.62,7630.6,3950.02,34.11,7,1,0,11,7.26,31.2,13,9500.82,0,1654.37,1.97
2020,2,Q1,Europe,AI Platform,108154.19,44156.35,63997.84,59.17,63,16,1,2734,7.64,26.3,92,33780.77,0,1716.73,1.35
2020,2,Q1,Latin America,AI Consulting,46258.84,25281.39,20977.45,45.35,7,6,0,226,8.43,39.5,1,14182.23,0,6608.41,2.14
2020,2,Q1,Latin America,AI Education,6946.07,2155.88,4790.19,68.96,15,11,1,63,8.72,50.9,18,4091.79,6,463.07,7.68
2020,2,Q1,Latin America,AI Hardware,9331.01,6490.86,2840.14,30.44,4,4,0,7,7.35,25.5,9,5634.26,0,2332.75,4.92
2020,2,Q1,Latin America,AI Platform,76180.78,32197.89,43982.89,57.73,37,15,1,2195,7.76,42.8,61,19860.55,2,2058.94,3.56
2020,2,Q1,North America,AI Consulting,95937.2,43176.1,52761.1,55.0,15,1,0,396,8.58,43.8,17,22213.96,0,6395.81,1.3
2020,2,Q1,North America,AI Education,13832.5,5009.46,8823.04,63.78,34,5,1,132,8.27,36.4,41,6177.16,1,406.84,3.96
2020,2,Q1,North America,AI Hardware,19602.88,10921.12,8681.76,44.29,7,0,0,17,7.07,22.6,16,11366.16,1,2800.41,1.05
2020,2,Q1,North America,AI Platform,149862.78,64894.95,84967.83,56.7,77,18,6,4420,8.11,33.2,105,38867.91,4,1946.27,7.41
2020,3,Q1,Asia-Pacific,AI Consulting,109533.94,59299.22,50234.72,45.86,15,3,1,453,7.95,42.0,28,24485.62,1,7302.26,4.74
2020,3,Q1,Asia-Pacific,AI Education,12569.97,6001.13,6568.84,52.26,38,4,2,102,8.08,31.4,54,5866.2,1,330.79,4.61
2020,3,Q1,Asia-Pacific,AI Hardware,15754.22,11367.79,4386.42,27.84,6,0,0,14,7.06,32.3,8,9824.04,1,2625.7,4.96
2020,3,Q1,Asia-Pacific,AI Platform,108348.95,39165.8,69183.15,63.85,65,18,0,3511,7.93,22.1,97,31427.42,4,1666.91,0.64
2020,3,Q1,Europe,AI Consulting,81674.37,41669.71,40004.66,48.98,10,2,0,379,8.21,38.0,8,20121.89,1,8167.44,4.59
2020,3,Q1,Europe,AI Education,11477.73,4317.03,7160.7,62.39,32,12,2,119,8.51,40.2,33,6098.11,1,358.68,5.62
2020,3,Q1,Europe,AI Platform,123985.87,45371.76,78614.11,63.41,43,17,0,3580,7.98,40.0,72,22487.06,1,2883.39,0.73
2020,3,Q1,Latin America,AI Consulting,45979.17,24732.78,21246.4,46.21,6,1,0,272,8.46,43.7,5,8785.48,2,7663.2,4.3
2020,3,Q1,Latin America,AI Education,7942.9,3062.13,4880.77,61.45,19,4,1,84,7.37,31.4,38,4593.12,3,418.05,3.31
2020,3,Q1,Latin America,AI Hardware,8125.2,6086.46,2038.74,25.09,4,2,0,9,7.1,31.1,9,5472.57,0,2031.3,0.71
2020,3,Q1,Latin America,AI Platform,70978.32,30986.86,39991.46,56.34,40,22,2,2227,7.15,28.6,59,15977.62,1,1774.46,4.53
2020,3,Q1,North America,AI Consulting,116071.59,63253.65,52817.93,45.5,10,3,0,690,9.1,51.1,7,22114.98,1,11607.16,2.28
2020,3,Q1,North America,AI Education,13102.64,7108.42,5994.21,45.75,39,10,1,130,8.15,41.6,53,7990.61,3,335.97,2.37
2020,3,Q1,North America,AI Hardware,14937.71,10707.84,4229.87,28.32,6,2,0,14,7.08,22.3,11,10577.6,0,2489.62,4.4
2020,4,Q2,Asia-Pacific,AI Consulting,84711.88,38794.6,45917.28,54.2,14,2,0,452,8.36,43.8,17,25107.92,0,6050.85,3.25
2020,4,Q2,Asia-Pacific,AI Education,12615.77,5591.22,7024.55,55.68,36,6,1,130,8.31,45.5,39,6352.71,0,350.44,2.75
2020,4,Q2,Asia-Pacific,AI Hardware,13008.26,9289.22,3719.04,28.59,6,2,0,13,7.15,24.2,11,8877.3,0,2168.04,4.45
2020,4,Q2,Asia-Pacific,AI Platform,140443.24,68859.3,71583.95,50.97,61,23,2,3895,7.71,32.8,92,37861.93,2,2302.35,3.09
2020,4,Q2,Europe,AI Consulting,60276.91,33202.13,27074.79,44.92,10,4,0,334,8.65,47.2,15,18846.9,1,6027.69,3.83
2020,4,Q2,Europe,AI Education,9652.09,4609.72,5042.37,52.24,21,8,0,104,8.29,42.0,29,5384.68,4,459.62,1.13
2020,4,Q2,Europe,AI Hardware,13300.42,8093.72,5206.7,39.15,5,2,0,11,6.51,28.3,7,7895.46,0,2660.08,3.35
2020,4,Q2,Europe,AI Platform,118394.23,48638.59,69755.64,58.92,58,12,3,3707,8.01,43.9,75,25995.18,4,2041.28,5.52
2020,4,Q2,Latin America,AI Consulting,43005.08,20865.12,22139.96,51.48,8,1,0,237,8.72,44.7,9,14227.25,0,5375.64,4.57
2020,4,Q2,Latin America,AI Education,6973.27,3702.34,3270.93,46.91,19,8,0,80,8.4,42.1,26,5679.96,3,367.01,2.2
2020,4,Q2,Latin America,AI Hardware,7404.21,5427.71,1976.49,26.69,5,0,0,7,7.09,27.5,7,5608.14,1,1480.84,1.29
2020,4,Q2,North America,AI Education,12706.46,5053.73,7652.73,60.23,41,9,1,119,7.82,39.5,45,6226.01,1,309.91,1.27
2020,4,Q2,North America,AI Hardware,19764.08,10990.23,8773.85,44.39,8,1,0,23,7.4,21.2,14,10276.32,0,2470.51,5.21
2020,4,Q2,North America,AI Platform,132396.24,56784.2,75612.04,57.11,82,13,2,4600,7.89,37.1,113,40890.31,2,1614.59,2.22
2020,5,Q2,Asia-Pacific,AI Consulting,73916.89,44641.83,29275.06,39.61,15,5,1,434,8.62,46.2,13,24776.38,0,4927.79,5.92
2020,5,Q2,Asia-Pacific,AI Education,10873.43,4581.22,6292.21,57.87,26,8,1,97,8.23,41.2,33,6383.96,2,418.21,4.0
2020,5,Q2,Asia-Pacific,AI Hardware,15242.77,8435.26,6807.52,44.66,6,1,0,15,7.15,28.4,14,11195.28,0,2540.46,1.64
2020,5,Q2,Asia-Pacific,AI Platform,133057.55,52213.95,80843.61,60.76,54,27,3,3733,7.83,35.3,69,36506.05,0,2464.03,6.26
2020,5,Q2,Europe,AI Consulting,79488.86,39533.31,39955.54,50.27,10,4,1,350,8.13,44.2,13,21657.18,1,7948.89,6.52
2020,5,Q2,Europe,AI Education,9769.46,4194.2,5575.25,57.07,21,8,0,106,8.27,44.8,29,5177.93,1,465.21,1.68
2020,5,Q2,Europe,AI Hardware,13676.67,8791.19,4885.48,35.72,7,3,1,13,7.02,19.5,7,8945.47,1,1953.81,7.23
2020,5,Q2,Europe,AI Platform,92696.51,46089.36,46607.15,50.28,64,15,2,2384,7.61,42.7,100,27535.55,3,1448.38,2.66
2020,5,Q2,Latin America,AI Education,5885.18,2123.77,3761.42,63.91,16,6,0,60,8.26,35.2,19,3931.67,1,367.82,0.0
2020,5,Q2,Latin America,AI Hardware,6444.71,3851.79,2592.92,40.23,4,1,0,5,7.07,26.2,4,6035.62,0,1611.18,2.04
2020,5,Q2,Latin America,AI Platform,73248.29,38179.26,35069.03,47.88,39,11,1,1846,7.53,36.7,69,19909.7,3,1878.16,3.49
2020,5,Q2,North America,AI Consulting,113899.77,70002.88,43896.89,38.54,12,2,0,662,8.7,41.5,11,28207.89,2,9491.65,1.15
2020,5,Q2,North America,AI Education,12926.76,6243.21,6683.54,51.7,28,10,2,149,8.53,35.0,35,6937.7,0,461.67,5.57
2020,5,Q2,North America,AI Hardware,15012.72,9392.91,5619.82,37.43,7,3,0,17,6.96,27.7,6,9081.39,0,2144.67,3.4
2020,5,Q2,North America,AI Platform,132723.62,70614.17,62109.45,46.8,65,14,2,4676,7.99,38.8,84,31634.34,3,2041.9,3.39
2020,6,Q2,Asia-Pacific,AI Consulting,91185.22,56864.89,34320.33,37.64,10,4,0,506,8.25,28.5,12,20793.75,1,9118.52,3.74
2020,6,Q2,Asia-Pacific,AI Education,10537.56,4501.4,6036.16,57.28,27,7,1,119,7.92,34.3,40,5769.16,1,390.28,3.9
2020,6,Q2,Asia-Pacific,AI Platform,144677.51,69524.14,75153.37,51.95,53,20,3,4795,7.67,35.4,83,32735.08,2,2729.76,6.4
2020,6,Q2,Europe,AI Consulting,63774.49,35031.52,28742.96,45.07,9,3,0,302,8.6,40.9,13,15939.57,0,7086.05,0.63
2020,6,Q2,Europe,AI Education,10199.69,3503.54,6696.16,65.65,24,6,1,86,8.05,37.6,24,7504.74,2,424.99,3.0
2020,6,Q2,Europe,AI Hardware,10798.82,6782.17,4016.65,37.2,7,1,0,10,7.21,31.5,6,10573.38,1,1542.69,4.61
2020,6,Q2,Latin America,AI Consulting,50252.67,31557.03,18695.64,37.2,5,3,0,275,8.62,35.0,6,9897.34,2,10050.53,5.08
2020,6,Q2,Latin America,AI Education,5589.03,2908.58,2680.45,47.96,17,7,1,60,8.12,35.3,23,4546.77,3,328.77,5.78
2020,6,Q2,Latin America,AI Hardware,7495.21,5454.41,2040.8,27.23,3,2,0,7,7.02,29.5,8,5041.3,0,2498.4,4.57
2020,6,Q2,Latin America,AI Platform,67419.89,36655.1,30764.79,45.63,36,8,2,1812,7.28,19.0,63,14673.58,3,1872.77,4.26
2020,6,Q2,North America,AI Consulting,92960.35,44644.47,48315.87,51.97,15,2,1,390,8.67,43.3,19,21605.14,0,6197.36,6.98
2020,6,Q2,North America,AI Education,11304.32,6179.42,5124.9,45.34,26,3,0,128,8.87,53.2,28,7220.18,2,434.78,1.3
2020,6,Q2,North America,AI Hardware,14361.72,9694.42,4667.29,32.5,8,1,0,11,7.32,32.6,9,9324.17,0,1795.21,4.96
2020,6,Q2,North America,AI Platform,122774.18,44982.95,77791.23,63.36,63,23,1,3343,8.15,44.2,89,28230.9,0,1948.8,1.34
2020,7,Q3,Asia-Pacific,AI Consulting,78572.44,49478.59,29093.85,37.03,14,2,1,342,8.38,33.2,14,15990.71,0,5612.32,5.02
2020,7,Q3,Asia-Pacific,AI Education,11338.78,5851.95,5486.83,48.39,28,5,0,126,8.27,33.8,42,9373.7,3,404.96,0.78
2020,7,Q3,Asia-Pacific,AI Hardware,10932.66,7966.65,2966.01,27.13,7,1,1,9,7.37,25.7,9,8506.96,1,1561.81,8.05
2020,7,Q3,Asia-Pacific,AI Platform,103087.14,52735.9,50351.23,48.84,60,11,3,3123,7.55,36.6,110,25636.12,3,1718.12,4.83
2020,7,Q3,Europe,AI Consulting,65538.38,36834.09,28704.29,43.8,10,0,0,272,8.62,44.5,9,18041.44,3,6553.84,2.01
2020,7,Q3,Europe,AI Hardware,10228.74,6016.67,4212.07,41.18,6,1,0,11,6.89,27.3,6,11572.67,0,1704.79,7.46
2020,7,Q3,Europe,AI Platform,93280.46,42028.14,51252.33,54.94,53,17,1,3090,7.68,39.2,102,25817.56,1,1760.01,2.33
2020,7,Q3,Latin America,AI Consulting,35987.34,21752.67,14234.66,39.55,6,2,0,150,8.12,36.4,5,9292.7,1,5997.89,3.31
2020,7,Q3,Latin America,AI Education,5310.05,2795.42,2514.63,47.36,20,7,1,48,8.02,44.6,25,4418.29,5,265.5,3.0
2020,7,Q3,Latin America,AI Hardware,7468.77,5593.46,1875.31,25.11,3,2,0,7,6.97,22.3,0,5702.13,1,2489.59,2.07
2020,7,Q3,Latin America,AI Platform,69571.39,29622.88,39948.51,57.42,40,16,2,2423,7.85,32.6,63,22311.25,1,1739.28,4.91
2020,7,Q3,North America,AI Consulting,76470.19,41790.85,34679.34,45.35,11,5,0,351,8.15,35.7,25,20354.4,0,6951.84,4.16
2020,7,Q3,North America,AI Education,10731.61,5898.52,4833.08,45.04,26,7,1,96,8.29,41.1,33,7171.54,3,412.75,2.68
2020,7,Q3,North America,AI Hardware,15839.9,10215.0,5624.9,35.51,6,5,0,17,7.2,28.6,10,14196.65,2,2639.98,2.63
2020,8,Q3,Asia-Pacific,AI Consulting,79925.01,49313.04,30611.97,38.3,12,2,0,471,8.3,35.7,16,25531.22,0,6660.42,1.24
2020,8,Q3,Asia-Pacific,AI Hardware,12402.86,8723.6,3679.26,29.66,7,1,0,11,6.93,19.3,16,8898.85,0,1771.84,4.22
2020,8,Q3,Asia-Pacific,AI Platform,95571.56,49554.9,46016.66,48.15,53,17,2,2767,7.35,36.2,95,39678.7,0,1803.24,3.23
2020,8,Q3,Europe,AI Consulting,73982.96,33346.43,40636.53,54.93,9,1,0,391,8.67,41.0,14,16452.55,1,8220.33,3.96
2020,8,Q3,Europe,AI Education,9998.37,5167.04,4831.33,48.32,28,6,1,110,7.45,22.9,43,7667.22,5,357.08,2.5
2020,8,Q3,Europe,AI Hardware,10126.89,7414.58,2712.32,26.78,6,1,0,8,7.6,36.9,7,7181.81,1,1687.82,2.09
2020,8,Q3,Europe,AI Platform,72167.25,37612.49,34554.76,47.88,59,13,4,1910,7.8,23.8,78,22800.84,4,1223.17,6.3
2020,8,Q3,Latin America,AI Consulting,47706.99,27202.12,20504.87,42.98,5,2,0,250,8.5,38.0,8,12004.7,0,9541.4,5.38
2020,8,Q3,Latin America,AI Education,5499.46,2221.66,3277.8,59.6,18,10,1,55,8.04,41.4,25,3822.97,2,305.53,3.79
2020,8,Q3,Latin America,AI Hardware,8034.24,4564.95,3469.29,43.18,4,0,0,7,7.39,30.3,3,4826.54,1,2008.56,7.08
2020,8,Q3,Latin America,AI Platform,49697.34,26664.09,23033.24,46.35,29,16,1,1507,7.89,38.6,42,21711.79,4,1713.7,4.81
2020,8,Q3,North America,AI Consulting,71816.76,33065.48,38751.28,53.96,13,1,0,421,8.61,47.0,15,28337.49,1,5524.37,1.75
2020,8,Q3,North America,AI Education,9456.12,5038.91,4417.21,46.71,40,7,0,110,7.63,33.1,59,9233.16,2,236.4,0.0
2020,8,Q3,North America,AI Hardware,13181.22,8317.35,4863.87,36.9,6,3,0,12,6.83,23.9,7,8834.64,1,2196.87,5.08
2020,8,Q3,North America,AI Platform,129747.44,53287.37,76460.06,58.93,60,26,3,3266,7.73,32.9,77,35963.92,3,2162.46,4.4
2020,9,Q3,Asia-Pacific,AI Consulting,81409.04,45076.07,36332.97,44.63,9,4,0,438,9.2,38.5,8,16401.79,3,9045.45,3.29
2020,9,Q3,Asia-Pacific,AI Education,7287.12,2504.56,4782.56,65.63,38,8,2,81,7.66,33.4,43,10131.2,2,191.77,5.37
2020,9,Q3,Asia-Pacific,AI Platform,114901.85,40932.95,73968.9,64.38,58,13,2,3422,7.8,34.5,77,39001.14,1,1981.07,2.65
2020,9,Q3,Europe,AI Consulting,68271.18,41910.69,26360.49,38.61,10,1,1,364,8.47,42.3,18,21524.09,0,6827.12,5.7
2020,9,Q3,Europe,AI Education,8055.31,3431.7,4623.61,57.4,27,7,1,95,8.09,30.9,34,5387.53,1,298.34,4.2
2020,9,Q3,Europe,AI Hardware,10070.06,6433.72,3636.34,36.11,5,1,0,11,7.02,12.2,8,10672.49,0,2014.01,4.15
2020,9,Q3,Europe,AI Platform,99448.45,49022.16,50426.28,50.71,46,11,4,3454,7.86,34.2,66,29635.18,2,2161.92,8.01
2020,9,Q3,Latin America,AI Consulting,42793.14,25163.01,17630.13,41.2,6,1,0,197,8.81,51.9,4,13649.48,0,7132.19,3.06
2020,9,Q3,Latin America,AI Education,5392.5,2495.1,2897.41,53.73,17,8,1,61,7.6,27.9,20,4400.27,2,317.21,5.43
2020,9,Q3,Latin America,AI Hardware,6306.43,3563.31,2743.12,43.5,4,2,0,5,6.9,24.4,9,5807.52,0,1576.61,2.15
2020,9,Q3,Latin America,AI Platform,59914.84,25817.54,34097.3,56.91,41,12,3,1742,7.5,28.2,74,18853.55,1,1461.34,7.54
2020,9,Q3,North America,AI Consulting,91007.7,49359.06,41648.65,45.76,15,4,0,520,8.08,35.5,17,27167.78,1,6067.18,2.88
2020,9,Q3,North America,AI Education,9333.03,4587.55,4745.48,50.85,40,7,2,89,8.41,38.5,48,7588.07,1,233.33,4.04
2020,9,Q3,North America,AI Hardware,13768.89,8152.64,5616.25,40.79,7,3,0,16,6.67,26.7,13,12182.59,0,1966.98,2.16
2020,9,Q3,North America,AI Platform,137409.54,52550.45,84859.09,61.76,71,18,2,4857,7.99,33.5,106,30555.25,3,1935.35,3.09
2020,10,Q4,Asia-Pacific,AI Consulting,74954.49,42144.75,32809.74,43.77,12,3,1,307,8.51,45.8,16,15483.08,2,6246.21,5.71
2020,10,Q4,Asia-Pacific,AI Hardware,14420.8,8671.7,5749.11,39.87,9,3,0,13,6.77,27.9,8,11275.0,1,1602.31,3.01
2020,10,Q4,Asia-Pacific,AI Platform,115308.21,42023.6,73284.61,63.56,70,19,0,3693,8.45,39.6,93,31207.59,2,1647.26,0.61
2020,10,Q4,Europe,AI Consulting,67062.88,35777.36,31285.53,46.65,8,4,0,401,8.25,41.6,9,14080.76,1,8382.86,1.93
2020,10,Q4,Europe,AI Hardware,10170.9,6401.94,3768.95,37.06,6,3,0,11,6.81,22.8,13,10074.96,1,1695.15,1.95
2020,10,Q4,Europe,AI Platform,88443.42,46770.64,41672.78,47.12,41,14,3,2279,7.97,29.7,63,27044.46,0,2157.16,7.62
2020,10,Q4,Latin America,AI Consulting,41150.82,24677.12,16473.7,40.03,8,2,0,196,8.74,51.2,8,9928.33,0,5143.85,1.94
2020,10,Q4,Latin America,AI Education,5104.59,1933.64,3170.95,62.12,13,5,0,41,8.06,32.1,14,3757.74,4,392.66,2.26
2020,10,Q4,Latin America,AI Hardware,7953.02,5098.68,2854.34,35.89,4,0,0,9,6.57,18.1,7,4118.53,1,1988.25,2.86
2020,10,Q4,Latin America,AI Platform,61033.64,23908.73,37124.91,60.83,28,19,1,1804,7.61,33.1,49,20165.15,1,2179.77,4.46
2020,10,Q4,North America,AI Hardware,14240.04,8842.63,5397.41,37.9,8,2,0,11,7.03,22.3,14,13180.33,1,1780.01,0.0
2020,10,Q4,North America,AI Platform,113894.89,58256.73,55638.16,48.85,69,21,3,2832,7.8,36.0,107,44090.3,0,1650.65,4.94
2020,11,Q4,Asia-Pacific,AI Consulting,81458.4,49711.65,31746.75,38.97,11,4,1,430,8.39,39.2,17,17666.42,1,7405.31,5.95
2020,11,Q4,Asia-Pacific,AI Education,14493.52,4963.15,9530.36,65.76,38,5,1,139,8.32,45.5,56,8728.22,2,381.41,1.92
2020,11,Q4,Asia-Pacific,AI Hardware,12880.68,7164.69,5716.0,44.38,6,0,0,11,7.11,25.7,14,9847.52,0,2146.78,7.62
2020,11,Q4,Asia-Pacific,AI Platform,121184.5,44735.36,76449.14,63.08,70,13,4,2966,7.85,40.3,106,37750.58,3,1731.21,6.26
2020,11,Q4,Europe,AI Consulting,73417.84,37989.36,35428.48,48.26,10,3,1,387,8.25,37.3,14,21814.73,0,7341.78,5.28
2020,11,Q4,Europe,AI Education,7861.63,3752.32,4109.31,52.27,22,11,1,72,8.01,33.2,25,8628.28,0,357.35,4.11
2020,11,Q4,Europe,AI Hardware,10666.83,7294.72,3372.11,31.61,5,0,0,12,6.91,20.9,4,8798.34,2,2133.37,4.28
2020,11,Q4,Europe,AI Platform,86922.46,38979.79,47942.67,55.16,41,18,3,2204,8.34,34.8,56,21591.36,5,2120.06,6.57
2020,11,Q4,Latin America,AI Consulting,50510.91,26658.16,23852.75,47.22,7,4,0,232,8.1,33.9,8,7719.11,0,7215.84,4.67
2020,11,Q4,Latin America,AI Education,6011.95,2998.57,3013.38,50.12,14,9,0,49,7.94,44.5,24,3876.7,2,429.42,0.7
2020,11,Q4,Latin America,AI Hardware,7962.49,4974.33,2988.15,37.53,3,3,0,6,7.34,34.9,3,7365.53,0,2654.16,2.59
2020,11,Q4,Latin America,AI Platform,52755.46,20720.25,32035.21,60.72,41,19,1,1825,7.86,39.8,60,13778.0,1,1286.72,3.15
2020,11,Q4,North America,AI Consulting,80121.02,49206.1,30914.92,38.59,13,1,0,369,8.75,48.3,12,21006.4,1,6163.16,3.8
2020,11,Q4,North America,AI Education,11615.13,5873.33,5741.8,49.43,29,10,1,104,8.15,42.6,33,10424.18,0,400.52,2.68
2020,11,Q4,North America,AI Hardware,14105.39,7783.92,6321.47,44.82,7,2,0,13,7.12,30.3,13,10963.02,1,2015.06,3.28
2020,11,Q4,North America,AI Platform,139222.89,61303.71,77919.18,55.97,69,10,2,4032,7.98,34.5,86,39080.67,3,2017.72,2.78
2020,12,Q4,Asia-Pacific,AI Consulting,100932.9,53254.88,47678.01,47.24,13,2,0,537,8.39,43.9,14,15440.55,1,7764.07,2.76
2020,12,Q4,Europe,AI Consulting,69388.59,42983.41,26405.18,38.05,8,3,0,303,8.64,46.0,8,14218.31,0,8673.57,5.61
2020,12,Q4,Europe,AI Education,8849.2,4566.7,4282.5,48.39,26,15,1,99,8.09,34.5,38,5055.88,2,340.35,3.81
2020,12,Q4,Europe,AI Hardware,10787.52,6517.12,4270.4,39.59,6,1,0,12,7.25,29.2,10,10327.85,0,1797.92,0.4
2020,12,Q4,Europe,AI Platform,103400.03,36644.69,66755.34,64.56,49,17,1,2906,8.05,49.3,74,27531.37,1,2110.2,2.61
2020,12,Q4,Latin America,AI Consulting,39163.05,20207.94,18955.11,48.4,6,5,0,157,8.32,35.2,8,9357.57,4,6527.18,7.07
2020,12,Q4,Latin America,AI Education,6544.89,2376.13,4168.77,63.69,20,8,0,63,8.27,44.6,30,3944.03,1,327.24,1.84
2020,12,Q4,Latin America,AI Hardware,6245.97,3603.97,2642.0,42.3,5,3,0,5,6.92,14.1,5,6219.33,1,1249.19,4.16
2020,12,Q4,Latin America,AI Platform,61854.15,26769.56,35084.59,56.72,32,12,1,1903,8.06,42.2,35,17730.56,1,1932.94,3.77
2020,12,Q4,North America,AI Consulting,90533.88,45359.06,45174.83,49.9,12,1,1,499,8.51,40.5,13,22881.24,0,7544.49,5.2
2020,12,Q4,North America,AI Education,15011.98,7168.87,7843.11,52.25,36,5,2,174,7.78,42.3,63,11365.61,2,417.0,4.86
2020,12,Q4,North America,AI Hardware,17316.71,9862.28,7454.43,43.05,7,2,0,17,6.74,21.5,13,12398.05,0,2473.82,2.18
2020,12,Q4,North America,AI Platform,116699.48,62693.89,54005.59,46.28,64,14,2,3329,8.19,32.3,79,27177.92,1,1823.43,2.81
2021,1,Q1,Asia-Pacific,AI Consulting,103104.35,50825.18,52279.17,50.71,12,3,1,614,8.42,40.1,8,22728.81,1,8592.03,5.33
2021,1,Q1,Asia-Pacific,AI Education,13537.98,6741.78,6796.2,50.2,29,7,2,161,8.38,37.0,33,10422.41,2,466.83,8.08
2021,1,Q1,Asia-Pacific,AI Hardware,16429.08,9377.19,7051.89,42.92,7,1,0,14,7.1,27.9,10,11384.24,0,2347.01,2.65
2021,1,Q1,Europe,AI Consulting,85745.95,41963.27,43782.68,51.06,12,3,0,369,8.56,47.7,13,18127.96,1,7145.5,3.03
2021,1,Q1,Europe,AI Hardware,12416.47,9181.16,3235.31,26.06,7,1,0,11,7.31,24.0,12,6829.68,1,1773.78,5.11
2021,1,Q1,Europe,AI Platform,125758.1,49586.25,76171.84,60.57,68,20,4,3933,8.29,41.4,85,25985.38,2,1849.38,6.4
2021,1,Q1,Latin America,AI Education,6809.76,2903.92,3905.84,57.36,21,7,1,79,8.3,35.4,19,4157.1,1,324.27,3.24
2021,1,Q1,Latin America,AI Hardware,9551.28,6369.22,3182.06,33.32,3,2,0,10,7.25,29.7,4,6861.58,0,3183.76,4.04
2021,1,Q1,Latin America,AI Platform,66364.57,32946.53,33418.04,50.36,30,11,0,1940,7.74,31.5,45,18979.97,2,2212.15,0.0
2021,1,Q1,North America,AI Hardware,16568.5,12045.35,4523.15,27.3,9,4,0,18,7.2,26.3,16,11194.72,0,1840.94,3.64
2021,2,Q1,Asia-Pacific,AI Consulting,111811.63,66474.51,45337.12,40.55,13,3,1,536,8.3,49.6,9,24051.85,2,8600.89,5.4
2021,2,Q1,Asia-Pacific,AI Education,17509.37,9144.84,8364.53,47.77,34,14,1,162,8.79,43.6,35,10956.53,3,514.98,2.85
2021,2,Q1,Asia-Pacific,AI Hardware,19364.4,13424.04,5940.36,30.68,7,1,0,17,7.25,27.5,12,11172.53,0,2766.34,0.22
2021,2,Q1,Asia-Pacific,AI Platform,147392.34,79609.37,67782.97,45.99,60,19,0,4429,7.59,29.8,94,27852.33,4,2456.54,0.45
2021,2,Q1,Europe,AI Consulting,99388.13,44951.06,54437.07,54.77,14,3,1,465,8.13,36.5,19,23352.29,0,7099.15,6.79
2021,2,Q1,Europe,AI Education,11414.04,5034.45,6379.59,55.89,24,11,1,97,8.13,29.2,33,7465.29,0,475.59,6.17
2021,2,Q1,Europe,AI Platform,111022.43,51221.58,59800.85,53.86,62,8,2,3459,7.9,33.8,87,27141.74,3,1790.68,3.95
2021,2,Q1,Latin America,AI Consulting,48632.61,30204.82,18427.79,37.89,6,2,0,249,8.6,42.8,6,14695.67,2,8105.43,2.01
2021,2,Q1,Latin America,AI Education,8066.86,3232.01,4834.85,59.93,22,8,2,67,8.69,44.1,22,5170.62,4,366.68,8.85
2021,2,Q1,Latin America,AI Hardware,9915.16,6641.76,3273.4,33.01,5,0,0,9,7.45,32.7,5,5529.52,0,1983.03,7.64
2021,2,Q1,Latin America,AI Platform,58791.64,26975.72,31815.92,54.12,38,11,0,2068,8.41,46.3,45,20843.1,5,1547.15,0.68
2021,2,Q1,North America,AI Education,13923.07,5233.17,8689.9,62.41,44,6,0,142,7.88,28.8,67,9845.38,2,316.43,0.15
2021,2,Q1,North America,AI Hardware,20746.46,13873.62,6872.84,33.13,7,2,0,18,7.46,37.5,13,15229.01,0,2963.78,4.8
2021,2,Q1,North America,AI Platform,121463.24,43342.35,78120.89,64.32,84,18,7,3060,8.19,35.7,105,28684.66,5,1445.99,8.18
2021,3,Q1,Asia-Pacific,AI Consulting,88368.85,50834.09,37534.76,42.48,16,4,0,474,8.94,47.0,23,19650.03,1,5523.05,1.7
2021,3,Q1,Asia-Pacific,AI Education,13765.09,6356.27,7408.82,53.82,34,10,0,143,8.0,33.5,48,6396.59,2,404.86,0.0
2021,3,Q1,Asia-Pacific,AI Hardware,16695.66,12451.15,4244.52,25.42,7,0,0,14,7.41,21.3,13,9286.88,0,2385.09,4.59
2021,3,Q1,Asia-Pacific,AI Platform,133499.81,68850.31,64649.49,48.43,63,13,4,4366,7.79,36.2,79,33173.87,1,2119.04,6.34
2021,3,Q1,Europe,AI Consulting,87580.65,53521.95,34058.7,38.89,13,1,0,503,8.57,41.9,18,22248.06,0,6736.97,0.33
2021,3,Q1,Europe,AI Education,9115.11,3953.22,5161.88,56.63,25,6,1,94,8.25,30.4,33,7473.81,4,364.6,5.08
2021,3,Q1,Europe,AI Hardware,11252.99,8242.78,3010.21,26.75,7,3,0,12,7.2,25.1,12,10765.67,0,1607.57,6.36
2021,3,Q1,Europe,AI Platform,123997.16,67603.6,56393.56,45.48,61,10,1,4280,8.13,39.9,72,33639.84,3,2032.74,1.55
